id,name,age,position,club,league,minutes,appearances,goals,assists,xG,xA,shots,shots_on_target,key_passes,passes_per90,pass_accuracy_pct,dribbles_per90,tackles_per90,interceptions_per90,yellow_cards,red_cards,clean_sheets,market_value_eur
75,Jordan Amavi,23,DF,Marseille,Ligue 1,2193,32,0,3,0.4,1.4,5,5,1324,0.12,79.3,64,44,49,7,0,0,16000000
237,Henri Bedimo,33,"DF,MF",Marseille,Ligue 1,43,1,0,0,0,0,0,0,24,0,79.2,0,0,1,0,0,0,40000
393,Rémy Cabella,27,MF,Marseille,Ligue 1,64,0,1,0,0.4,0,0,1,36,0,83.3,3,7,1,0,0,0,9000000
400,Martín Cáceres,30,DF,Lazio,Serie A,441,14,1,0,0.3,0.2,0,2,227,0,81.5,9,8,3,0,0,0,2500000
768,Patrice Evra,36,DF,Marseille,Ligue 1,349,4,0,0,0.1,0.1,1,0,167,0,71.3,2,5,6,2,0,0,1000000
906,Valère Germain,27,FW,Marseille,Ligue 1,2165,15,9,3,10,4,11,29,515,0.12,73,12,14,8,2,0,0,10000000
1018,Luiz Gustavo,30,"MF,DF",Marseille,Ligue 1,3019,37,5,2,3.2,1,4,22,1929,0.06,88.9,29,75,43,10,1,0,15000000
1245,Boubacar Kamara,17,"DF,MF",Marseille,Ligue 1,455,8,0,0,0.1,0.1,0,1,288,0,86.5,5,13,4,1,0,0,3500000
1522,Steve Mandanda,32,GK,Marseille,Ligue 1,2680,3,0,0,0,0,0,0,709,0,68.7,0,0,0,0,1,11,2500000
1758,Clinton N'Jie,23,"FW,MF",Marseille,Ligue 1,873,0,7,3,5,2.7,3,12,210,0.31,76.2,35,11,3,2,0,0,10000000
1834,Lucas Ocampos,23,"FW,MF",Marseille,Ligue 1,2040,13,9,2,9.5,2.3,8,22,656,0.09,75.6,83,67,22,6,1,0,12000000
1920,Dimitri Payet,30,"MF,FW",Marseille,Ligue 1,2347,2,6,13,8,13,5,18,1617,0.5,74.1,36,17,18,6,0,0,22000000
1930,Yohann Pelé,34,GK,Marseille,Ligue 1,738,0,0,0,0,0,0,0,184,0,73.9,1,0,0,1,0,3,50000
228,Paul Baysse,29,DF,Málaga,La Liga,1241,62,1,0,0.8,0,1,3,551,0,78.6,3,21,12,1,0,0,2500000
1075,Luis Hernández,28,DF,Málaga,La Liga,3240,124,0,2,0.4,0.5,0,1,1464,0.06,76.6,3,39,52,8,0,0,2500000
2187,Hiroki Sakai,27,DF,Marseille,Ligue 1,2520,34,0,2,0.1,1.2,0,1,1502,0.07,79.7,24,58,44,1,0,0,6000000
954,Adrián González,29,MF,Málaga,La Liga,2340,22,3,0,2.8,1,4,10,1096,0,78.7,16,33,21,9,1,0,3000000
2242,Yusuf Sari,18,FW,Marseille,Ligue 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000
2243,Bouna Sarr,25,DF,Marseille,Ligue 1,1792,16,0,2,1.1,2.6,3,2,1289,0.1,84,50,62,27,5,0,0,6000000
2283,Grégory Sertic,27,"DF,MF",Marseille,Ligue 1,350,17,0,0,0.7,0.1,0,1,192,0,87.5,1,4,7,1,0,0,4000000
2440,Florian Thauvin,24,"FW,MF",Marseille,Ligue 1,2949,9,22,11,15,9.3,12,48,1815,0.34,72.2,128,34,18,7,0,0,50000000
131,Benoît Assou-Ekotto,33,DF,Metz,Ligue 1,1053,6,0,0,0,0.3,0,0,606,0,71.9,8,15,33,2,3,0,1000000
175,Iván Balliu,25,DF,Metz,Ligue 1,1951,33,0,1,0.2,1,1,2,1175,0.05,74.7,24,28,23,6,0,0,1000000
289,Quentin Beunardeau,23,GK,Metz,Ligue 1,39,0,0,0,0,0,0,0,18,0,44.4,0,0,0,0,0,0,35000
339,Farid Boulaya,24,"FW,MF",Metz,Ligue 1,179,1,0,1,0.1,0.4,0,0,95,0.5,72.6,7,3,1,0,0,0,40000
2595,Rémi Walter,22,"MF,FW",Nice,Ligue 1,491,3,1,0,0.3,0.2,0,3,228,0,87.7,7,9,8,0,0,0,3000000
2013,Xabi Prieto,33,MF,Real Sociedad,La Liga,1914,19,3,5,2.7,4.5,1,10,1026,0.24,80.3,25,15,6,1,0,0,3000000
2657,Cristián Zapata,30,DF,Milan,Serie A,994,32,0,0,0.1,0.5,0,2,692,0,88.3,7,28,10,2,0,0,2500000
666,Habib Diallo,22,FW,Metz,Ligue 1,15,0,0,0,0,0,0,0,5,0,80,0,0,0,0,0,0,1500000
674,Thomas Didillon,21,GK,Metz,Ligue 1,810,0,0,0,0,0,0,0,202,0,64.9,0,0,0,0,0,2,2500000
708,Mathieu Dossevi,29,"FW,MF",Metz,Ligue 1,2509,3,1,10,2.1,9.3,2,10,1111,0.36,66.6,116,31,33,2,0,0,3500000
1361,Léo Lacroix,25,DF,Saint-Étienne,Ligue 1,776,36,0,0,0.7,0,2,1,349,0,84.2,3,13,10,3,1,0,2500000
807,Brian Fernández,22,FW,Metz,Ligue 1,128,0,0,0,0.3,0.1,1,2,24,0,70.8,3,1,0,0,0,0,1500000
1059,Gauthier Hein,20,"FW,MF",Metz,Ligue 1,82,1,0,0,0,0,0,0,47,0,91.5,0,2,1,0,0,0,60000
1173,Ablie Jallow,18,"MF,FW",Metz,Ligue 1,129,0,0,0,0.2,0.1,1,0,44,0,77.3,4,2,0,0,0,0,70000
1211,Yann Jouffre,33,"MF,FW",Metz,Ligue 1,274,2,0,0,0,0.7,0,0,189,0,81,8,6,2,0,0,0,1000000
1262,Eiji Kawashima,34,GK,Metz,Ligue 1,2570,0,0,0,0,0,0,0,680,0,54.1,0,0,0,0,1,2,25000
1524,Georges Mandjeck,28,"MF,DF",Metz,Ligue 1,967,12,0,0,0.3,0.2,1,2,442,0,77.4,11,24,15,5,0,0,1000000
1690,Florent Mollet,25,"MF,FW",Metz,Ligue 1,1413,6,7,1,3.7,1.8,2,25,699,0.06,79.8,27,18,10,6,0,0,1250000
1800,Opa Nguette,23,"FW,MF",Metz,Ligue 1,1021,2,0,0,2.1,1,1,11,256,0,75,68,25,17,3,0,0,2000000
1803,Ibrahima Niane,18,"MF,FW",Metz,Ligue 1,850,4,2,0,2.4,1.5,2,13,267,0,72.3,25,7,1,1,0,0,1500000
1894,Julian Palmieri,30,"DF,MF",Metz,Ligue 1,1129,15,0,0,0.2,0.3,2,1,530,0,75.8,19,27,15,4,1,0,1500000
1963,Chris Philipps,23,"MF,DF",Metz,Ligue 1,849,15,0,0,0.1,0.3,1,1,424,0,76.9,5,25,18,4,0,0,1250000
1988,Gerónimo Poblete,24,MF,Metz,Ligue 1,1658,19,0,0,0.4,0.1,0,2,858,0,87.1,23,46,21,1,0,0,1500000
2100,Emmanuel Rivière,27,FW,Metz,Ligue 1,2009,6,5,2,11.4,1.3,5,24,596,0.09,71,17,14,2,1,0,0,1500000
1419,Timo Letschert,24,DF,Sassuolo,Serie A,416,21,0,0,0,0,0,0,217,0,80.6,1,14,5,0,0,0,2500000
2153,Nolan Roux,29,"FW,MF",Metz,Ligue 1,2834,21,15,2,9.6,1.8,4,45,772,0.06,68.3,27,22,27,8,0,0,3500000
2444,Vincent Thill,17,"MF,FW",Metz,Ligue 1,27,0,0,0,0,0,0,0,15,0,93.3,0,1,0,0,0,0,3000000
2507,Matthieu Udol,21,DF,Metz,Ligue 1,356,9,0,0,0.1,0,0,0,175,0,72,7,13,6,0,0,0,40000
260,Marcel Benger,19,MF,M'Gladbach,Bundesliga,2,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,12500
315,Raúl Bobadilla,30,"FW,MF",M'Gladbach,Bundesliga,449,1,0,0,1.7,0.5,2,7,123,0,76.4,17,4,0,2,0,0,1750000
743,Mandela Egbo,19,MF,M'Gladbach,Bundesliga,11,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10000
1151,Pablo Insua,23,DF,Schalke 04,Bundesliga,27,2,0,0,0,0,0,0,5,0,100,0,0,0,1,0,0,2500000
647,Mike van der Hoorn,24,DF,Swansea City,Premier League,1944,100,1,0,0.9,0.2,3,4,885,0,75.7,10,34,33,4,0,0,2500000
989,Vincenzo Grifo,24,"MF,FW",M'Gladbach,Bundesliga,786,6,0,3,0.8,2.9,2,6,424,0.34,72.6,30,7,6,0,0,0,7500000
1054,Thorgan Hazard,24,"MF,FW",M'Gladbach,Bundesliga,2939,21,10,5,13.7,6.7,5,26,1365,0.15,73.1,138,45,20,1,0,0,22000000
1082,Patrick Herrmann,26,"MF,DF",M'Gladbach,Bundesliga,1124,19,0,1,1.6,2,5,7,392,0.08,68.1,15,23,13,0,0,0,4500000
1095,Jonas Hofmann,25,"MF,FW",M'Gladbach,Bundesliga,1033,13,0,3,2.3,3,5,6,429,0.26,72.7,33,23,11,0,0,0,3000000
1372,Sebastian Langkamp,29,DF,Werder Bremen,Bundesliga,411,20,0,0,0.5,0,0,0,217,0,87.1,1,3,6,2,0,0,2500000
1198,Fabian Johnson,29,"MF,FW",M'Gladbach,Bundesliga,465,6,1,0,0.5,0.6,1,2,114,0,68.4,1,9,2,0,0,0,4500000
1336,Christoph Kramer,26,MF,M'Gladbach,Bundesliga,2151,46,3,0,1.4,0.6,0,4,1498,0,87.4,40,82,21,5,0,0,12000000
1685,Niklas Moisander,31,DF,Werder Bremen,Bundesliga,2250,130,2,0,1.3,0.3,1,5,1462,0,83.7,20,41,27,6,0,0,2500000
1872,Reece Oxford,18,"DF,MF",M'Gladbach,Bundesliga,463,30,0,0,0.2,0.1,1,1,278,0,75.2,0,8,3,1,0,0,5000000
2038,Raffael,32,FW,M'Gladbach,Bundesliga,2071,2,9,1,7.4,4.2,4,18,818,0.04,82.9,69,30,8,0,0,0,4000000
2318,Tobias Sippel,29,GK,M'Gladbach,Bundesliga,435,0,0,0,0,0,0,0,177,0,66.7,1,0,0,0,0,1,75000
2339,Yann Sommer,28,GK,M'Gladbach,Bundesliga,2625,1,0,0,0,0,0,0,1214,0,72.2,0,0,0,1,0,6,8000000
2376,Lars Stindl,28,"FW,MF",M'Gladbach,Bundesliga,2727,30,6,3,7.5,6.2,5,26,1563,0.1,82.1,39,46,22,5,0,0,18000000
2382,Tobias Strobl,27,MF,M'Gladbach,Bundesliga,115,4,0,1,0,0.5,0,0,71,0.78,88.7,0,2,2,0,0,0,2000000
2493,Ibrahima Traoré,29,"MF,FW",M'Gladbach,Bundesliga,201,1,0,0,0.5,0.5,1,3,121,0,76.9,9,4,1,0,0,0,3500000
1521,Gianluca Mancini,21,DF,Atalanta,Serie A,684,22,1,0,0.9,0,0,1,341,0,81.5,3,17,10,5,2,0,2000000
2564,Julio Villalba,18,"DF,MF",M'Gladbach,Bundesliga,8,0,0,0,0,0,0,0,6,0,66.7,0,0,0,1,0,0,75000
2612,Oscar Wendt,31,DF,M'Gladbach,Bundesliga,2457,61,1,1,1.9,2.3,0,5,1396,0.04,75.6,10,41,19,2,0,0,2500000
2652,Denis Zakaria,20,MF,M'Gladbach,Bundesliga,2296,35,2,1,1.7,0.9,0,4,998,0.04,88.4,49,75,41,11,0,0,20000000
3,Ignazio Abate,30,DF,Milan,Serie A,1057,17,1,0,0.2,0.6,2,2,774,0,80.7,5,21,4,3,0,0,3000000
99,Luca Antonelli,30,"DF,MF",Milan,Serie A,144,6,0,0,0,0,0,0,95,0,83.2,1,4,0,1,0,0,2000000
293,Lucas Biglia,31,MF,Milan,Serie A,2039,32,1,0,0.8,0.7,2,4,1634,0,89.9,16,54,17,5,0,0,15000000
2683,David Zurutuza,31,MF,Real Sociedad,La Liga,2236,18,0,2,2.3,1.1,0,4,1160,0.08,84.2,19,46,28,2,0,0,3000000
460,Leandro Castán,30,DF,Cagliari,Serie A,1141,41,0,1,0.3,0.4,0,1,537,0.08,76.7,10,28,9,5,0,0,2000000
332,Fabio Borini,26,"FW,DF",Milan,Serie A,1610,22,2,3,2.2,1,2,14,839,0.17,76.6,29,29,17,5,0,0,7000000
408,Davide Calabria,20,DF,Milan,Serie A,1564,49,1,2,0.9,1.7,1,4,1126,0.12,78.6,18,66,19,1,2,0,13000000
536,Andrea Conti,23,DF,Milan,Serie A,157,2,0,0,0.1,0.2,0,0,104,0,87.5,1,4,3,0,0,0,15000000
587,Patrick Cutrone,19,FW,Milan,Serie A,1503,9,10,1,8.1,0.6,5,21,309,0.06,75.4,13,16,2,3,0,0,23000000
702,Gianluigi Donnarumma,18,GK,Milan,Serie A,3420,1,0,0,0,0,0,0,1086,0,78.4,1,1,0,2,0,12,40000000
2549,Valerio Verre,23,MF,Sampdoria,Serie A,360,7,0,1,0.2,0.2,1,1,303,0.25,87.8,10,8,2,2,0,0,3000000
1441,Manuel Locatelli,19,MF,Milan,Serie A,684,15,0,0,0.3,0.5,2,5,544,0,84.9,6,17,7,4,0,0,8000000
1564,Jonas Martin,27,"MF,FW",Strasbourg,Ligue 1,3024,22,4,1,4.1,2.2,4,8,1713,0.03,83.7,37,60,38,6,0,0,3000000
1696,Riccardo Montolivo,32,MF,Milan,Serie A,1087,13,1,1,0.9,0.6,0,2,722,0.08,82.7,13,28,9,3,1,0,1500000
479,Luca Ceppitelli,27,DF,Cagliari,Serie A,2227,178,3,0,1.2,0.8,0,5,1160,0,78.2,9,58,30,7,0,0,2000000
2121,Ricardo Rodríguez,24,DF,Milan,Serie A,3005,65,1,0,2.3,1.7,1,6,2093,0,83,31,49,31,4,2,0,15000000
1385,Wesley Lautoa,29,"DF,MF",Dijon,Ligue 1,621,22,0,0,0.2,0,0,1,299,0,82.3,2,17,18,1,0,0,2000000
2300,André Silva,21,FW,Milan,Serie A,940,7,2,1,4,1.2,0,10,296,0.1,75,29,8,2,0,0,0,22000000
2402,Suso,23,FW,Milan,Serie A,2830,3,6,6,3.8,8.2,7,39,1634,0.19,72.5,120,15,9,2,1,0,35000000
2470,Emanuele Torrasi,18,MF,Milan,Serie A,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000
111,Anaitz Arbilla,30,DF,Eibar,La Liga,2416,61,2,1,0.8,0.5,2,4,1583,0.04,78,25,28,51,8,0,0,2000000
170,Keita Baldé,22,"FW,MF",Monaco,Ligue 1,1470,2,8,5,5.5,1.8,2,11,392,0.31,68.6,28,12,4,3,2,0,30000000
251,Diego Benaglio,33,GK,Monaco,Ligue 1,225,0,0,0,0,0,0,0,47,0,72.3,0,0,0,0,0,2,1000000
334,Gabriel Boschilia,21,"FW,MF",Monaco,Ligue 1,85,0,0,0,0.4,0.1,0,1,44,0,77.3,3,3,0,0,0,0,4500000
450,Guido Carrillo,26,"FW,MF",Monaco,Ligue 1,426,5,4,0,1.9,0.2,1,6,94,0,63.8,2,3,1,0,0,0,15000000
662,Adama Diakhaby,21,"FW,MF",Monaco,Ligue 1,851,3,2,2,2,0.8,1,4,214,0.21,65.4,30,19,16,2,1,0,5000000
777,Fabinho,23,MF,Monaco,Ligue 1,3060,37,7,3,5.5,3.7,1,5,1976,0.09,85,38,96,39,8,0,0,45000000
911,Rachid Ghezzal,25,"FW,MF",Monaco,Ligue 1,987,2,2,2,1.9,2.3,5,7,550,0.18,72.9,49,18,16,3,1,0,4000000
120,Alejandro Arribas,28,DF,La Coruña,La Liga,270,5,0,0,0.2,0,0,0,120,0,80,0,3,3,0,0,0,2000000
494,Chema,25,DF,Levante,La Liga,2020,90,1,0,0.4,0.2,0,3,716,0,77.1,3,22,16,8,1,0,2000000
1207,Jorge,21,DF,Monaco,Ligue 1,1919,28,1,2,0.3,2,0,2,997,0.09,71.7,48,58,52,8,0,0,12000000
2004,Sergio Postigo,28,DF,Levante,La Liga,2424,120,1,0,0.3,0.6,0,2,942,0,78.7,10,22,36,6,0,0,2000000
1402,Thomas Lemar,21,"MF,FW",Monaco,Ligue 1,2377,8,2,6,4.2,7.3,7,13,1297,0.23,75.8,96,25,20,1,0,0,65000000
1452,Rony Lopes,21,"FW,MF",Monaco,Ligue 1,2532,9,15,6,9.8,5.5,8,32,841,0.21,68.8,82,46,18,2,0,0,28000000
1607,Kylian Mbappé,18,"FW,MF",Monaco,Ligue 1,74,0,0,0,0.2,0,0,2,31,0,61.3,7,1,1,0,0,0,120000000
1613,Jordi Mboula,18,"MF,FW",Monaco,Ligue 1,31,1,1,0,0.1,0,0,1,12,0,33.3,3,0,1,0,0,0,4000000
1290,Andy King,28,MF,Swansea City,Premier League,715,9,2,1,1,0.1,0,4,355,0.13,81.7,3,18,10,1,0,0,3000000
316,Yann Bodiger,22,"MF,FW",Toulouse,Ligue 1,227,2,0,0,0,0,0,0,103,0,64.1,2,3,4,0,0,0,3000000
1756,Kévin N'Doram,21,"MF,DF",Monaco,Ligue 1,722,19,0,0,0.2,0.1,0,1,427,0,86.9,2,18,9,3,0,0,6000000
1932,Pietro Pellegri,16,"FW,MF",Monaco,Ligue 1,25,0,0,0,0,0,0,0,7,0,42.9,3,0,1,0,0,0,8000000
62,Júnior Alonso,24,DF,Lille,Ligue 1,2782,115,2,0,0.9,0.5,0,4,1875,0,79.7,13,50,42,3,0,0,2000000
2184,Allan Saint-Maximin,20,"MF,FW",Monaco,Ligue 1,16,0,0,0,0,0.2,0,0,5,0,60,143,0,0,0,0,0,20000000
2282,Julien Serrano,19,DF,Monaco,Ligue 1,280,7,0,0,0,0.3,1,0,164,0,62.8,1,2,3,1,0,0,2000000
2293,Djibril Sidibé,25,DF,Monaco,Ligue 1,2153,23,2,4,0.8,3.2,3,9,1647,0.17,83.3,47,52,48,4,0,0,23000000
2404,Seydou Sy,21,GK,Monaco,Ligue 1,256,0,0,0,0,0,0,0,75,0,56,0,0,0,1,0,1,75000
2406,Moussa Sylla,17,FW,Monaco,Ligue 1,304,0,2,1,1.9,0.1,0,6,68,0.3,57.4,6,0,0,1,0,0,3000000
2596,Rémi Walter,22,MF,Troyes,Ligue 1,997,4,0,0,0.4,0.1,0,2,435,0,81.6,9,14,14,1,0,0,3000000
2483,Almamy Touré,21,DF,Monaco,Ligue 1,1248,30,1,0,0.4,2,0,1,633,0,70.5,18,44,19,3,0,0,8000000
368,Chris Brunt,32,"MF,DF",West Brom,Premier League,1920,30,0,7,1.6,4,3,5,1055,0.33,68.1,22,33,29,5,0,0,3000000
26,Ruben Aguilar,24,"DF,MF",Montpellier,Ligue 1,2459,54,0,3,0.7,2.6,3,5,1478,0.11,75.4,39,71,33,2,0,0,6000000
278,Kévin Bérigaud,29,"MF,FW",Montpellier,Ligue 1,271,1,0,0,0.7,0.8,0,0,72,0,79.2,5,4,1,0,0,0,75000
421,Souleymane Camara,34,FW,Montpellier,Ligue 1,934,14,2,1,3.2,1.1,0,6,257,0.1,65.8,8,3,2,1,0,0,25000
957,Diego González,22,DF,Málaga,La Liga,1427,45,1,0,0.4,0.8,1,3,573,0,71.6,4,27,8,5,0,0,2000000
178,Leon Balogun,29,DF,Mainz 05,Bundesliga,1173,75,0,0,0.3,0,0,1,484,0,75.8,11,35,24,5,1,0,2000000
696,Keagan Dolly,24,"FW,MF",Montpellier,Ligue 1,880,2,1,1,1.2,1.4,3,9,426,0.1,75.6,21,13,4,1,0,0,1500000
1380,Paul Lasne,28,MF,Montpellier,Ligue 1,3064,16,1,3,1.4,2.6,2,11,1769,0.09,79.8,30,66,44,10,0,0,2500000
1396,Benjamin Lecomte,26,GK,Montpellier,Ligue 1,3420,0,0,0,0,0.1,0,0,922,0,66.1,1,0,0,1,0,14,6000000
1611,Isaac Mbenza,21,"FW,MF",Montpellier,Ligue 1,2094,5,8,2,7.3,2.1,5,21,646,0.09,66.3,53,20,8,4,0,0,3500000
927,Andrei Girotto,25,MF,Nantes,Ligue 1,1520,35,1,1,1.6,0.6,2,9,666,0.06,75.2,8,49,18,8,0,0,2000000
1732,Nordi Mukiele,19,DF,Montpellier,Ligue 1,2791,67,0,1,1.2,2.6,2,4,1714,0.03,74.2,45,68,60,5,0,0,14000000
1808,Casimir Ninga,24,"FW,MF",Montpellier,Ligue 1,1286,9,1,0,3.2,1.2,3,10,284,0,69,31,7,5,1,0,0,1500000
1877,Ambroise Oyongo,26,MF,Montpellier,Ligue 1,201,1,0,0,0,0.1,0,1,100,0,67,4,1,2,0,0,0,75000
1976,Facundo Píriz,27,MF,Montpellier,Ligue 1,806,10,0,0,0.8,0.1,0,1,434,0,86.2,4,15,13,4,0,0,1500000
1987,Morgan Poaty,20,MF,Montpellier,Ligue 1,171,0,0,0,0,0,0,0,93,0,67.7,3,0,0,1,0,0,25000
2151,Jérôme Roussillon,24,"DF,MF",Montpellier,Ligue 1,1882,27,3,2,1.9,5.2,1,6,976,0.1,74.1,50,36,14,2,0,0,8000000
2203,Junior Sambia,20,MF,Montpellier,Ligue 1,1542,8,1,5,1.9,3.2,2,17,787,0.29,77.1,33,17,16,3,0,0,2500000
2284,Stéphane Sessègnon,33,MF,Montpellier,Ligue 1,985,2,1,1,1.7,0.9,1,4,490,0.09,77.1,19,2,2,1,0,0,70000
2316,Giovanni Sio,28,FW,Montpellier,Ligue 1,2194,21,10,3,11.8,2.6,2,39,613,0.12,66.9,40,13,7,5,1,0,3500000
2323,Ellyes Skhiri,22,MF,Montpellier,Ligue 1,3048,31,4,0,1.8,1.4,5,10,1586,0,84.6,30,72,60,8,0,0,10000000
49,David Alcibiade,25,DF,Nantes,Ligue 1,208,5,0,0,0.1,0.2,0,0,94,0,73.4,0,7,4,0,0,0,20000
2554,Francesco Vicari,22,DF,SPAL,Serie A,2850,184,0,0,0.3,0.4,0,1,1194,0,84.3,8,42,12,10,1,0,2000000
182,Yacine Bammou,25,"MF,FW",Nantes,Ligue 1,727,4,3,0,1.1,0.2,2,7,257,0,73.5,13,13,13,2,2,0,1500000
1230,Younès Kaboul,31,DF,Watford,Premier League,150,8,0,0,0,0,0,0,83,0,66.3,0,4,1,0,0,0,2000000
565,Kalifa Coulibaly,25,FW,Nantes,Ligue 1,341,4,1,1,0.3,0.4,0,3,88,0.26,59.1,4,4,2,0,0,0,3000000
2223,Lamine Sané,30,DF,Werder Bremen,Bundesliga,786,46,1,0,0.2,0.2,1,1,400,0,80.8,3,17,8,1,0,0,2000000
729,Maxime Dupé,24,GK,Nantes,Ligue 1,90,1,0,0,0,0,0,0,16,0,62.5,0,0,0,0,0,0,80000
874,Najib Gandi,23,"MF,FW",Nantes,Ligue 1,96,1,0,0,0.1,0,0,0,38,0,71.1,3,5,1,1,0,0,20000
909,Yassine El Ghanassy,27,"FW,MF",Nantes,Ligue 1,646,1,0,0,1.1,1.7,1,3,294,0,79.3,41,6,8,1,0,0,1500000
921,Guillaume Gillet,33,MF,Nantes,Ligue 1,17,0,0,0,0,0,0,0,12,0,100,0,0,1,1,0,0,80000
830,José Fonte,33,DF,West Ham,Premier League,688,21,0,1,0.8,0.1,2,1,357,0.13,79.8,2,8,9,0,0,0,2000000
1139,Jules Iloki,25,"MF,FW",Nantes,Ligue 1,1415,6,0,0,1.3,2.8,1,4,517,0,66.7,16,9,14,1,0,0,1250000
1264,Joris Kayembe,22,"FW,MF",Nantes,Ligue 1,89,3,0,0,0,0.1,0,1,24,0,70.8,3,1,0,0,0,0,1000000
806,Augusto Fernández,31,"MF,FW",Atlético Madrid,La Liga,110,1,0,0,0,0,0,0,76,0,81.6,0,3,1,1,0,0,2500000
1353,Enock Kwateng,20,DF,Nantes,Ligue 1,90,2,0,0,0,0,0,0,39,0,59,0,6,3,0,0,0,60000
1425,Lucas Lima,25,"DF,FW",Nantes,Ligue 1,2657,47,2,3,1.9,5.3,6,10,1516,0.1,63.1,59,65,40,3,0,0,4500000
2400,Andrew Surman,30,MF,Bournemouth,Premier League,1856,54,2,5,1.1,1.5,0,6,1169,0.24,82.9,17,15,7,2,0,0,2500000
1767,Préjuce Nakoulma,30,FW,Nantes,Ligue 1,1148,0,3,0,4,0.9,1,9,335,0,77,33,8,5,4,0,0,2500000
1797,Santy Ngom,24,"FW,MF",Nantes,Ligue 1,466,1,1,0,1.6,0.5,3,5,149,0,74.5,11,8,2,1,0,0,50000
1364,Víctor Laguardia,27,DF,Alavés,La Liga,1530,83,2,0,0.8,0.2,0,2,578,0,67.1,0,18,21,3,0,0,1800000
215,Samuel Bastien,20,"MF,FW",Chievo,Serie A,1355,17,1,0,0.7,0.3,0,5,487,0,82.8,17,23,18,3,2,0,2500000
2192,Emiliano Sala,26,FW,Nantes,Ligue 1,3032,43,12,3,15.8,2.8,5,25,818,0.09,62.7,46,16,16,4,2,0,12000000
2446,Adrien Thomasson,23,"MF,FW",Nantes,Ligue 1,2582,9,5,3,4.8,3.1,8,16,1316,0.1,76.5,34,65,32,4,0,0,8000000
2482,Abdoulaye Touré,23,MF,Nantes,Ligue 1,2809,41,1,1,1.5,0.7,4,13,1367,0.03,78.3,58,73,71,3,0,0,8000000
1085,Thomas Heurtaux,29,DF,Hellas Verona,Serie A,1392,99,0,0,0,0,0,0,517,0,80.9,3,19,20,3,2,0,1800000
1911,Patric,24,"DF,MF",Lazio,Serie A,592,25,0,0,0.2,0.5,0,1,359,0,83.6,1,9,3,1,1,0,1800000
252,Ahmad Benali,25,MF,Crotone,Serie A,811,13,1,1,1.1,0.2,3,3,379,0.11,76,10,26,6,2,0,0,2500000
415,José Callejón,30,FW,Napoli,Serie A,3238,27,10,9,9.3,7.5,6,32,1675,0.25,77,49,35,19,3,0,0,24000000
385,Unai Bustinza,25,DF,Leganés,La Liga,1638,44,2,0,2.8,0.4,0,9,686,0,76.7,9,33,35,5,0,0,1800000
670,Amadou Diawara,20,MF,Napoli,Serie A,655,4,1,0,0.1,0.4,1,3,732,0,92.1,4,14,8,1,0,0,18000000
912,Faouzi Ghoulam,26,DF,Napoli,Serie A,985,8,2,2,0.4,2.8,0,4,986,0.18,84.6,15,10,13,1,0,0,25000000
914,Emanuele Giaccherini,32,FW,Napoli,Serie A,64,0,0,0,0.1,0.2,0,1,52,0,86.5,30,1,0,2,0,0,1000000
1122,Elseid Hysaj,23,DF,Napoli,Serie A,3125,54,0,1,0.4,1.9,0,2,2662,0.03,86.5,53,64,37,3,1,0,25000000
1149,Lorenzo Insigne,26,FW,Napoli,Serie A,3090,3,8,11,14.3,9.1,16,62,2532,0.32,83.3,138,30,18,4,0,0,60000000
1208,Jorginho,25,MF,Napoli,Serie A,2650,11,2,3,2.2,3.6,1,3,3229,0.1,88.7,25,67,52,5,0,0,50000000
1556,Guillermo Maripán,23,DF,Alavés,La Liga,1531,98,0,0,0.6,0,0,1,470,0,73.2,7,28,18,4,0,0,1500000
1499,Christian Maggio,35,DF,Napoli,Serie A,641,19,0,0,0.1,0.2,0,2,464,0,83.2,10,21,10,0,0,0,50000
1650,Dries Mertens,30,FW,Napoli,Serie A,3002,7,18,7,15.7,6.9,10,43,999,0.21,74,108,25,5,4,0,0,30000000
1666,Arkadiusz Milik,23,"FW,MF",Napoli,Serie A,448,4,5,1,4.1,0.6,0,14,141,0.2,78,6,3,2,2,0,0,20000000
1871,Adam Ounas,20,"FW,MF",Napoli,Serie A,96,2,0,0,0.3,0.3,1,1,55,0,76.4,8,4,0,0,0,0,4500000
2071,Pepe Reina,34,GK,Napoli,Serie A,3330,0,0,0,0,0.3,0,0,1076,0,80.9,0,0,0,1,0,18,1000000
758,Gonzalo Escalante,24,MF,Eibar,La Liga,1574,9,1,0,1.5,0.6,2,6,688,0,72.5,18,37,24,3,0,0,2500000
2160,Mário Rui,26,DF,Napoli,Serie A,2087,28,2,2,0.3,1.7,1,2,2141,0.09,84.9,30,64,10,9,2,0,14000000
2279,Luigi Sepe,26,GK,Napoli,Serie A,90,0,0,0,0,0,0,0,19,0,94.7,0,0,0,0,0,1,1000000
142,Danilo Avelar,28,"DF,FW",Amiens,Ligue 1,1727,48,1,0,0.4,1.9,0,1,840,0,63.7,28,41,37,2,0,0,1500000
